tourist_spot,목록,good_point,selected_people
반포 서래섬,섬,"""경관이 독특해요""",3
반포 서래섬,섬,"""화장실이 깨끗해요""",3
반포 서래섬,섬,"""붐비지 않아요""",3
반포 서래섬,섬,"""방문객이 많아요""",2
반포 서래섬,섬,"""편의시설이 잘 되어있어요""",2
반포 서래섬,섬,"""아이와 가기 좋아요""",2
반포 서래섬,섬,"""주차하기 편해요""",2
반포 서래섬,섬,"""대중교통이 편해요""",2
반포 서래섬,섬,"""조용히 쉬기 좋아요""",1
둘리뮤지엄,박물관,"""아이와 가기 좋아요""",225
둘리뮤지엄,박물관,"""유익해요""",193
둘리뮤지엄,박물관,"""전시 테마가 재밌어요""",139
둘리뮤지엄,박물관,"""전시 구성이 알차요""",121
둘리뮤지엄,박물관,"""가격이 합리적이에요""",118
둘리뮤지엄,박물관,"""체험 프로그램이 다양해요""",115
둘리뮤지엄,박물관,"""주차하기 편해요""",57
둘리뮤지엄,박물관,"""공간이 넓어요""",50
둘리뮤지엄,박물관,"""설명이 잘 되어있어요""",46
둘리뮤지엄,박물관,"""사진이 잘 나와요""",36
둘리뮤지엄,박물관,"""컨셉이 독특해요""",2
둘리뮤지엄,박물관,"""화장실이 깨끗해요""",1
둘리뮤지엄,박물관,"""뷰가 좋아요""",1
응봉산(서울),산,"""뷰가 좋아요""",49
응봉산(서울),산,"""사진이 잘 나와요""",40
응봉산(서울),산,"""경관이 독특해요""",24
응봉산(서울),산,"""볼거리가 많아요""",13
응봉산(서울),산,"""산책로가 잘 되어있어요""",10
응봉산(서울),산,"""방문객이 많아요""",8
응봉산(서울),산,"""붐비지 않아요""",8
응봉산(서울),산,"""대중교통이 편해요""",7
응봉산(서울),산,"""화장실이 깨끗해요""",5
응봉산(서울),산,"""관리가 잘 되어있어요""",3
응봉산(서울),산,"""아이와 가기 좋아요""",2
응봉산(서울),산,"""근처에 갈 곳이 많아요""",2
응봉산(서울),산,"""피크닉하기 좋아요""",2
응봉산(서울),산,"""코스가 길어요""",1
응봉산(서울),산,"""먹거리가 풍부해요""",1
응봉산(서울),산,"""조용히 쉬기 좋아요""",1
응봉산(서울),산,"""규모가 커요""",1
서울책보고,서점,"""책 종류가 다양해요""",226
서울책보고,서점,"""시설이 깔끔해요""",168
서울책보고,서점,"""독특한 책이 많아요""",154
서울책보고,서점,"""책 읽기 쾌적해요""",150
서울책보고,서점,"""카페 같은 분위기에요""",102
서울책보고,서점,"""원하는 책을 찾기 쉬워요""",45
서울책보고,서점,"""베스트셀러가 많아요""",29
서울책보고,서점,"""신간이 빨리 들어와요""",21
서울책보고,서점,"""매장이 넓어요""",10
서울책보고,서점,"""인테리어가 멋져요""",3
서울책보고,서점,"""컨셉이 독특해요""",2
서울책보고,서점,"""아늑해요""",1
서울책보고,서점,"""주차하기 편해요""",1
서소문성지역사박물관,박물관,"""유익해요""",197
서소문성지역사박물관,박물관,"""주차하기 편해요""",189
서소문성지역사박물관,박물관,"""전시 구성이 알차요""",149
서소문성지역사박물관,박물관,"""공간이 넓어요""",121
서소문성지역사박물관,박물관,"""전시 테마가 재밌어요""",88
서소문성지역사박물관,박물관,"""설명이 잘 되어있어요""",62
서소문성지역사박물관,박물관,"""사진이 잘 나와요""",51
서소문성지역사박물관,박물관,"""가격이 합리적이에요""",41
서소문성지역사박물관,박물관,"""체험 프로그램이 다양해요""",29
서소문성지역사박물관,박물관,"""아이와 가기 좋아요""",23
서소문성지역사박물관,박물관,"""화장실이 깨끗해요""",5
서소문성지역사박물관,박물관,"""컨셉이 독특해요""",3
서소문성지역사박물관,박물관,"""뷰가 좋아요""",2
[백년가게]선동보리밥,보리밥,"""음식이 맛있어요""",453
[백년가게]선동보리밥,보리밥,"""재료가 신선해요""",222
[백년가게]선동보리밥,보리밥,"""건강한 맛이에요""",187
[백년가게]선동보리밥,보리밥,"""친절해요""",133
[백년가게]선동보리밥,보리밥,"""가성비가 좋아요""",70
[백년가게]선동보리밥,보리밥,"""특별한 메뉴가 있어요""",54
[백년가게]선동보리밥,보리밥,"""매장이 청결해요""",49
[백년가게]선동보리밥,보리밥,"""주차하기 편해요""",27
[백년가게]선동보리밥,보리밥,"""혼밥하기 좋아요""",23
[백년가게]선동보리밥,보리밥,"""양이 많아요""",21
[백년가게]선동보리밥,보리밥,"""단체모임 하기 좋아요""",21
[백년가게]선동보리밥,보리밥,"""야외 공간이 멋져요""",20
[백년가게]선동보리밥,보리밥,"""뷰가 좋아요""",13
[백년가게]선동보리밥,보리밥,"""화장실이 깨끗해요""",11
[백년가게]선동보리밥,보리밥,"""인테리어가 멋져요""",7
[백년가게]선동보리밥,보리밥,"""음식이 빨리 나와요""",3
[백년가게]선동보리밥,보리밥,"""매장이 넓어요""",3
[백년가게]선동보리밥,보리밥,"""메뉴 구성이 알차요""",2
[백년가게]선동보리밥,보리밥,"""반찬이 잘 나와요""",2
[백년가게]선동보리밥,보리밥,"""특별한 날 가기 좋아요""",2
[백년가게]선동보리밥,보리밥,"""차분한 분위기에요""",1
[백년가게]선동보리밥,보리밥,"""아늑해요""",1
[백년가게]선동보리밥,보리밥,"""반려동물과 가기 좋아요""",1
승진완구,장난감,"""상품이 다양해요""",1834
승진완구,장난감,"""매장이 넓어요""",630
승진완구,장난감,"""가격이 합리적이에요""",572
승진완구,장난감,"""트렌디한 상품이 많아요""",492
승진완구,장난감,"""친절해요""",457
승진완구,장난감,"""특색 있는 제품이 많아요""",440
승진완구,장난감,"""키덜트족에게 좋아요""",321
승진완구,장난감,"""주차하기 편해요""",37
승진완구,장난감,"""신상품이 많아요""",18
승진완구,장난감,"""컨셉이 독특해요""",1
스파레이,찜질방,"""시설이 깔끔해요""",157
스파레이,찜질방,"""규모가 커요""",126
스파레이,찜질방,"""휴게공간이 잘 되어있어요""",109
스파레이,찜질방,"""친절해요""",83
스파레이,찜질방,"""부대시설이 잘 되어있어요""",70
스파레이,찜질방,"""특이한 찜질방이 있어요""",61
스파레이,찜질방,"""놀거리가 많아요""",56
스파레이,찜질방,"""수면실이 잘 되어있어요""",45
스파레이,찜질방,"""주차하기 편해요""",31
스파레이,찜질방,"""가격이 합리적이에요""",18
스파레이,찜질방,"""오래 머무르기 좋아요""",5
스파레이,찜질방,"""노천탕이 잘 되어있어요""",4
스파레이,찜질방,"""탕이 넓어요""",3
스파레이,찜질방,"""먹거리가 풍부해요""",3
스파레이,찜질방,"""세신사의 실력이 좋아요""",3
스파레이,찜질방,"""탕 종류가 다양해요""",2
스파레이,찜질방,"""관리가 잘 되어있어요""",2
스파레이,찜질방,"""조용히 쉬기 좋아요""",2
스파레이,찜질방,"""수질 관리가 잘돼요""",2
잠실한강공원,시민공원,"""뷰가 좋아요""",62
잠실한강공원,시민공원,"""산책로가 잘 되어있어요""",33
잠실한강공원,시민공원,"""사진이 잘 나와요""",24
잠실한강공원,시민공원,"""관리가 잘 되어있어요""",23
잠실한강공원,시민공원,"""편의시설이 잘 되어있어요""",19
잠실한강공원,시민공원,"""붐비지 않아요""",15
잠실한강공원,시민공원,"""방문객이 많아요""",11
잠실한강공원,시민공원,"""주차하기 편해요""",10
잠실한강공원,시민공원,"""볼거리가 많아요""",9
잠실한강공원,시민공원,"""자연 경관이 좋아요""",7
잠실한강공원,시민공원,"""반려동물과 가기 좋아요""",3
잠실한강공원,시민공원,"""피크닉하기 좋아요""",3
잠실한강공원,시민공원,"""조용히 쉬기 좋아요""",2
잠실한강공원,시민공원,"""규모가 커요""",2
잠실한강공원,시민공원,"""먹거리가 풍부해요""",1
잠실한강공원,시민공원,"""아이와 가기 좋아요""",1
잠실한강공원,시민공원,"""대중교통이 편해요""",1
디타워 (replace 광화문),"쇼핑센터,할인매장","""친절해요""",5
디타워 (replace 광화문),"쇼핑센터,할인매장","""주차하기 편해요""",3
디타워 (replace 광화문),"쇼핑센터,할인매장","""가성비가 좋아요""",3
디타워 (replace 광화문),"쇼핑센터,할인매장","""품질이 좋아요""",3
디타워 (replace 광화문),"쇼핑센터,할인매장","""분위기가 편안해요""",2
디타워 (replace 광화문),"쇼핑센터,할인매장","""종류가 다양해요""",2
디타워 (replace 광화문),"쇼핑센터,할인매장","""시설이 깔끔해요""",1
디타워 (replace 광화문),"쇼핑센터,할인매장","""고급스러워요""",1
디타워 (replace 광화문),"쇼핑센터,할인매장","""예쁜 소품이 많아요""",1
디타워 (replace 광화문),"쇼핑센터,할인매장","""특색 있는 제품이 많아요""",1
디타워 (replace 광화문),"쇼핑센터,할인매장","""매장이 넓어요""",1
디타워 (replace 광화문),"쇼핑센터,할인매장","""트렌디해요""",1
가락농수산물종합도매시장,시장,"""친절해요""",8
가락농수산물종합도매시장,시장,"""주차하기 편해요""",6
가락농수산물종합도매시장,시장,"""볼거리가 많아요""",5
가락농수산물종합도매시장,시장,"""종류가 다양해요""",3
가락농수산물종합도매시장,시장,"""특색 있는 제품이 많아요""",2
가락농수산물종합도매시장,시장,"""품질이 좋아요""",2
가락농수산물종합도매시장,시장,"""컨셉이 독특해요""",1
가락농수산물종합도매시장,시장,"""편의시설이 잘 되어있어요""",1
가락농수산물종합도매시장,시장,"""야시장이 잘 되어있어요""",1
가락농수산물종합도매시장,시장,"""가성비가 좋아요""",1
가락농수산물종합도매시장,시장,"""규모가 커요""",1
가락농수산물종합도매시장,시장,"""트렌디해요""",1
이촌한강공원,시민공원,"""뷰가 좋아요""",40
이촌한강공원,시민공원,"""산책로가 잘 되어있어요""",25
이촌한강공원,시민공원,"""사진이 잘 나와요""",12
이촌한강공원,시민공원,"""관리가 잘 되어있어요""",10
이촌한강공원,시민공원,"""붐비지 않아요""",10
이촌한강공원,시민공원,"""볼거리가 많아요""",8
이촌한강공원,시민공원,"""편의시설이 잘 되어있어요""",7
이촌한강공원,시민공원,"""주차하기 편해요""",2
이촌한강공원,시민공원,"""가격이 합리적이에요""",2
이촌한강공원,시민공원,"""방문객이 많아요""",1
이촌한강공원,시민공원,"""먹거리가 풍부해요""",1
이촌한강공원,시민공원,"""반려동물과 가기 좋아요""",1
이촌한강공원,시민공원,"""체험 프로그램이 다양해요""",1
이촌한강공원,시민공원,"""규모가 커요""",1
이촌한강공원,시민공원,"""자연 경관이 좋아요""",1
강동그린웨이 가족캠핑장,"캠핑,야영장","""깨끗해요""",50
강동그린웨이 가족캠핑장,"캠핑,야영장","""화장실이 잘 되어있어요""",39
강동그린웨이 가족캠핑장,"캠핑,야영장","""개수대가 잘 되어있어요""",34
강동그린웨이 가족캠핑장,"캠핑,야영장","""바비큐 해먹기 좋아요 """,27
강동그린웨이 가족캠핑장,"캠핑,야영장","""조용히 쉬기 좋아요""",26
강동그린웨이 가족캠핑장,"캠핑,야영장","""주차하기 편해요""",25
강동그린웨이 가족캠핑장,"캠핑,야영장","""공용시설 관리가 잘돼요""",22
강동그린웨이 가족캠핑장,"캠핑,야영장","""그늘이 많아요""",15
강동그린웨이 가족캠핑장,"캠핑,야영장","""뷰가 좋아요""",11
강동그린웨이 가족캠핑장,"캠핑,야영장","""온수가 잘 나와요""",9
강동그린웨이 가족캠핑장,"캠핑,야영장","""사이트 간격이 넓어요""",5
강동그린웨이 가족캠핑장,"캠핑,야영장","""전기 사용이 편해요""",3
강동그린웨이 가족캠핑장,"캠핑,야영장","""친절해요""",3
강동그린웨이 가족캠핑장,"캠핑,야영장","""매너타임이 잘 지켜져요""",2
강동그린웨이 가족캠핑장,"캠핑,야영장","""벌레 걱정 없어요""",2
강동그린웨이 가족캠핑장,"캠핑,야영장","""가성비가 좋아요""",2
강동그린웨이 가족캠핑장,"캠핑,야영장","""물놀이하기 좋아요""",2
강동그린웨이 가족캠핑장,"캠핑,야영장","""마트 이용이 편해요""",1
강동그린웨이 가족캠핑장,"캠핑,야영장","""보안시설이 잘 되어있어요""",1
사육신공원,근린공원,"""뷰가 좋아요""",16
사육신공원,근린공원,"""산책로가 잘 되어있어요""",13
사육신공원,근린공원,"""관리가 잘 되어있어요""",7
사육신공원,근린공원,"""붐비지 않아요""",6
사육신공원,근린공원,"""볼거리가 많아요""",4
사육신공원,근린공원,"""사진이 잘 나와요""",3
사육신공원,근린공원,"""조용히 쉬기 좋아요""",2
사육신공원,근린공원,"""자연 경관이 좋아요""",2
사육신공원,근린공원,"""아이와 가기 좋아요""",1
사육신공원,근린공원,"""반려동물과 가기 좋아요""",1
서소문역사공원,근린공원,"""산책로가 잘 되어있어요""",8
서소문역사공원,근린공원,"""붐비지 않아요""",8
서소문역사공원,근린공원,"""관리가 잘 되어있어요""",6
서소문역사공원,근린공원,"""뷰가 좋아요""",5
